"timestamp","consent","lifesat","econnow","econfut","attcheck","discuss_nat","discuss_eu","discuss_loc","trust_media","trust_parties","trust_legal","trust_police","trust_army","trust_gov","trust_eu","trust_nato","imageeu","demsat","ukract_sanction","ukract_weapons","ukract_refugee","prolific_id","age","sex","residence","education","party"
NA,"I agree","Not very satisfied","Rather bad","The same","Few times a month","Occasionally","Frequently","Occasionally","Tend not to trust","Tend not to trust","Tend to trust","Tend to trust","Tend to trust","Tend not to trust","Tend not to trust","Tend to trust","Neutral","Fairly satisfied","Totally agree","Tend to agree","Don't know","TW9UHM75FY",50,"female","Scotland",NA,NA
NA,"I agree","Not at all satisfied","Rather bad","Worse","Once a day","Never","Never","Frequently","Tend not to trust","Tend not to trust","Tend to trust","Tend not to trust","Tend to trust","Tend to trust","Tend not to trust","Tend to trust","Neutral","Not very satisfied","Don't know","Totally disagree","Totally agree","IO8WE7VGOK",57,"male","London",NA,NA
NA,"I agree","Fairly satisfied","Very bad","Better","Once a day","Frequently","Never","Occasionally","Tend not to trust","Tend not to trust","Tend to trust","Tend not to trust","Tend not to trust","Tend to trust","Tend not to trust","Tend to trust","Fairly positive","Fairly satisfied","Totally agree","Tend to disagree","Totally agree","RJD8K1L38G",55,"female","South West",NA,NA
NA,"I agree","Fairly satisfied","Rather bad","Better","Once a day","Never","Occasionally","Never","Tend not to trust","Tend to trust","Tend to trust","Tend not to trust","Tend to trust","Tend not to trust","Tend not to trust","Tend to trust","Fairly positive","Not at all satisfied","Totally agree","Totally agree","Don't know","S9TLGGBPDR",59,"female","South East",NA,NA
NA,"I agree","Very satisfied","Very bad","Better","Once a day","Frequently","Occasionally","Occasionally","Tend not to trust","Tend not to trust","Tend not to trust","Tend to trust","Tend to trust","Don't know","Tend to trust","Don't know","Very positive","Not at all satisfied","Totally agree","Totally agree","Totally agree","13LJM5B39G",60,"male","West Midlands",NA,NA
NA,"I agree","Fairly satisfied","Rather bad","Better","Few times a week","Occasionally","Never","Never","Tend to trust","Tend not to trust","Tend to trust","Tend not to trust","Tend not to trust","Tend not to trust","Don't know","Tend to trust","Neutral","Not at all satisfied","Tend to agree","Tend to agree","Totally agree","AD4EAOYACY",58,"male","South West",NA,NA
NA,"I agree","Very satisfied","Don't know","The same","Once a day","Occasionally","Occasionally","Never","Tend not to trust","Tend to trust","Tend not to trust","Tend to trust","Tend not to trust","Tend not to trust","Tend not to trust","Tend to trust","Fairly positive","Don't know","Totally agree","Tend to agree","Totally agree","5D581140WI",55,"female","Yorkshire and The Humber",NA,NA
NA,"I agree","Very satisfied","Rather bad","Worse","Once a day","Never","Never","Occasionally","Tend not to trust","Tend to trust","Tend to trust","Tend to trust","Tend not to trust","Tend not to trust","Tend not to trust","Tend to trust","Very positive","Fairly satisfied","Totally agree","Tend to disagree","Tend to agree","D6MOU6Y8SO",51,"male","London",NA,NA
NA,"I agree","Not at all satisfied","Rather bad","Worse","Once a day","Never","Occasionally","Occasionally","Tend not to trust","Tend not to trust","Tend not to trust","Tend not to trust","Don't know","Tend not to trust","Tend to trust","Tend to trust","Neutral","Not at all satisfied","Totally agree","Totally agree","Tend to agree","FYRBHAR0ZY",62,"male","Wales",NA,NA
NA,"I agree","Very satisfied","Rather bad","Worse","Few times a month","Occasionally","Occasionally","Occasionally","Tend to trust","Tend not to trust","Tend not to trust","Tend to trust","Tend to trust","Tend not to trust","Tend to trust","Don't know","Neutral","Fairly satisfied","Totally agree","Totally agree","Totally agree","5YKB90I432",62,"female","London",NA,NA
NA,"I agree","Very satisfied","Rather bad","The same","Once a day","Never","Frequently","Frequently","Tend not to trust","Tend not to trust","Tend to trust","Tend to trust","Tend to trust","Tend to trust","Tend to trust","Tend to trust","Very positive","Not at all satisfied","Don't know","Totally agree","Totally agree","4N4FMHVU58",63,"male","Scotland",NA,NA
NA,"I agree","Very satisfied","Rather bad","Worse","Once a day","Frequently","Occasionally","Frequently","Tend not to trust","Tend not to trust","Tend not to trust","Tend not to trust","Tend to trust","Tend to trust","Tend not to trust","Tend to trust","Fairly negative","Not very satisfied","Totally agree","Tend to agree","Totally agree","UB8H940CP6",58,"male","South East",NA,NA
NA,"I agree","Fairly satisfied","Rather bad","Better","Once a day","Occasionally","Frequently","Occasionally","Tend not to trust","Tend not to trust","Tend to trust","Tend to trust","Tend not to trust","Tend to trust","Tend to trust","Tend not to trust","Very positive","Not very satisfied","Totally agree","Tend to disagree","Totally agree","II6HBNI92X",64,"male","South West",NA,NA
NA,"I agree","Very satisfied","Very bad","Don't know","Once a day","Never","Never","Never","Tend not to trust","Tend not to trust","Tend not to trust","Tend to trust","Tend to trust","Tend not to trust","Tend to trust","Tend not to trust","Very positive","Don't know","Totally agree","Totally agree","Tend to agree","60ZJVR0BAS",52,"female","North East",NA,NA
NA,"I agree","Fairly satisfied","Rather bad","The same","Once a day","Frequently","Occasionally","Never","Tend not to trust","Tend not to trust","Tend to trust","Tend to trust","Tend to trust","Tend not to trust","Tend to trust","Tend to trust","Neutral","Not very satisfied","Totally agree","Tend to agree","Totally disagree","CD1R9P0E7B",61,"male","Scotland",NA,NA
NA,"I agree","Very satisfied","Rather bad","Worse","Once a day","Never","Never","Never","Tend to trust","Tend not to trust","Tend not to trust","Tend not to trust","Tend to trust","Tend to trust","Tend to trust","Don't know","Neutral","Not very satisfied","Don't know","Tend to disagree","Totally agree","7679CNG66C",60,"female","East of England",NA,NA
NA,"I agree","Very satisfied","Rather bad","Worse","Once a day","Occasionally","Occasionally","Never","Tend not to trust","Tend not to trust","Tend not to trust","Tend to trust","Tend to trust","Tend not to trust","Tend to trust","Tend to trust","Very positive","Not very satisfied","Tend to agree","Totally agree","Tend to agree","W6657ZT4S9",50,"female","Northern Ireland",NA,NA
NA,"I agree","Fairly satisfied","Rather bad","Worse","Once a day","Occasionally","Occasionally","Never","Tend not to trust","Tend not to trust","Tend not to trust","Tend to trust","Tend not to trust","Tend not to trust","Tend not to trust","Tend to trust","Neutral","Not very satisfied","Totally disagree","Totally agree","Totally disagree","KSG6A2M0VL",63,"male","Scotland",NA,NA
NA,"I agree","Fairly satisfied","Very good","Worse","Few times a week","Frequently","Never","Never","Tend not to trust","Tend not to trust","Tend to trust","Tend not to trust","Tend not to trust","Tend to trust","Tend to trust","Don't know","Very positive","Not at all satisfied","Totally agree","Tend to agree","Totally agree","N0H6TBVVZQ",60,"male","Scotland",NA,NA
NA,"I agree","Not very satisfied","Rather bad","The same","Never","Occasionally","Occasionally","Occasionally","Tend not to trust","Tend not to trust","Tend not to trust","Tend to trust","Tend to trust","Tend not to trust","Don't know","Tend to trust","Very positive","Not very satisfied","Totally agree","Totally agree","Totally agree","ZZSBJKUTCD",61,"female","West Midlands",NA,NA
NA,"I agree","Very satisfied","Very bad","The same","Once a day","Never","Occasionally","Never","Tend not to trust","Tend not to trust","Tend to trust","Tend to trust","Tend to trust","Tend not to trust","Tend not to trust","Tend not to trust","Fairly positive","Not very satisfied","Totally agree","Tend to agree","Don't know","W7DBJ93NEH",59,"female","Northern Ireland",NA,NA
NA,"I agree","Very satisfied","Rather bad","Worse","Couple of times a day","Never","Occasionally","Frequently","Tend not to trust","Tend not to trust","Tend to trust","Tend to trust","Tend to trust","Tend not to trust","Tend to trust","Don't know","Very positive","Very satisfied","Totally disagree","Tend to agree","Tend to agree","NYNIX0GUGQ",63,"male","East of England",NA,NA
NA,"I agree","Very satisfied","Rather good","Worse","Once a day","Never","Frequently","Never","Tend not to trust","Tend not to trust","Tend to trust","Tend not to trust","Tend to trust","Tend not to trust","Don't know","Tend to trust","Neutral","Not at all satisfied","Totally disagree","Totally agree","Don't know","AERDB79UDA",55,"male","East Midlands",NA,NA
NA,"I agree","Fairly satisfied","Rather good","Worse","Once a day","Occasionally","Never","Never","Tend not to trust","Tend not to trust","Tend not to trust","Tend to trust","Tend not to trust","Tend to trust","Tend to trust","Tend to trust","Neutral","Fairly satisfied","Totally agree","Tend to agree","Totally agree","6I8RJG3YRG",64,"male","London",NA,NA
NA,"I agree","Very satisfied","Very bad","Better","Once a day","Occasionally","Occasionally","Never","Tend not to trust","Tend not to trust","Tend to trust","Tend not to trust","Tend to trust","Tend to trust","Tend not to trust","Tend not to trust","Neutral","Fairly satisfied","Totally agree","Tend to agree","Don't know","HN9IFHEPZ3",60,"female","North West",NA,NA
NA,"I agree","Fairly satisfied","Rather bad","The same","Once a day","Occasionally","Occasionally","Don't know","Tend not to trust","Tend not to trust","Tend to trust","Tend not to trust","Tend to trust","Tend to trust","Tend to trust","Tend to trust","Neutral","Not very satisfied","Totally agree","Totally agree","Totally agree","W2DVU5TRY6",50,"male","Scotland",NA,NA
NA,"I agree","Fairly satisfied","Rather good","Worse","Once a day","Occasionally","Never","Occasionally","Tend not to trust","Tend not to trust","Tend not to trust","Tend to trust","Tend to trust","Tend not to trust","Tend to trust","Tend to trust","Very positive","Not at all satisfied","Totally agree","Tend to agree","Totally agree","SJF5BMJ5FP",61,"male","London",NA,NA
NA,"I agree","Not very satisfied","Very bad","The same","Couple of times a day","Frequently","Occasionally","Never","Tend not to trust","Tend not to trust","Tend to trust","Tend to trust","Tend to trust","Tend to trust","Tend to trust","Tend to trust","Very positive","Fairly satisfied","Totally agree","Totally agree","Totally agree","CFH7V2UOB8",51,"male","Scotland",NA,NA
NA,"I agree","Very satisfied","Rather bad","Worse","Once a day","Never","Never","Occasionally","Tend not to trust","Tend not to trust","Tend to trust","Tend to trust","Tend to trust","Don't know","Tend not to trust","Tend to trust","Neutral","Not very satisfied","Totally agree","Tend to disagree","Totally agree","9RDBGW6K71",53,"female","North West",NA,NA
NA,"I agree","Fairly satisfied","Rather good","Better","Once a day","Occasionally","Frequently","Occasionally","Tend to trust","Tend to trust","Tend not to trust","Tend not to trust","Tend to trust","Tend not to trust","Tend not to trust","Tend to trust","Neutral","Not very satisfied","Totally disagree","Totally agree","Totally agree","EY1MXNW71A",57,"female","South East",NA,NA
NA,"I agree","Fairly satisfied","Very bad","The same","Few times a week","Frequently","Occasionally","Never","Tend not to trust","Tend to trust","Tend not to trust","Tend to trust","Tend not to trust","Tend not to trust","Tend to trust","Don't know","Neutral","Very satisfied","Tend to disagree","Totally agree","Totally agree","3VDFZ9XX9O",60,"female","West Midlands",NA,NA
NA,"I agree","Fairly satisfied","Rather good","The same","Couple of times a day","Never","Occasionally","Occasionally","Tend not to trust","Don't know","Tend to trust","Tend not to trust","Tend to trust","Tend not to trust","Don't know","Tend not to trust","Fairly positive","Not very satisfied","Tend to agree","Tend to agree","Don't know","MPTDM9L4QT",63,"female","East of England",NA,NA
NA,"I agree","Not very satisfied","Rather bad","Better","Once a day","Frequently","Occasionally","Never","Tend to trust","Tend to trust","Tend to trust","Tend to trust","Tend to trust","Tend not to trust","Tend to trust","Tend to trust","Neutral","Fairly satisfied","Totally agree","Tend to agree","Totally agree","8EAZOUH5D4",56,"male","North West",NA,NA
NA,"I agree","Very satisfied","Rather good","Worse","Once a day","Never","Never","Never","Tend not to trust","Tend not to trust","Tend to trust","Tend to trust","Tend to trust","Tend to trust","Tend not to trust","Tend to trust","Fairly negative","Not very satisfied","Totally disagree","Tend to agree","Totally agree","3G11MADN16",50,"male","Yorkshire and The Humber",NA,NA
NA,"I agree","Fairly satisfied","Rather bad","Better","Once a day","Frequently","Occasionally","Never","Tend not to trust","Tend not to trust","Tend to trust","Tend to trust","Tend to trust","Tend to trust","Tend not to trust","Tend to trust","Very positive","Fairly satisfied","Tend to agree","Don't know","Totally agree","8OJGUTOO2L",53,"female","London",NA,NA
NA,"I agree","Very satisfied","Rather bad","The same","Once a day","Frequently","Occasionally","Never","Tend not to trust","Tend to trust","Tend to trust","Tend to trust","Tend to trust","Tend to trust","Tend to trust","Tend to trust","Neutral","Not at all satisfied","Totally agree","Tend to agree","Totally agree","SQJ4X372UB",60,"male","Scotland",NA,NA
NA,"I agree","Fairly satisfied","Very bad","Worse","Once a day","Never","Occasionally","Never","Tend not to trust","Tend not to trust","Tend not to trust","Tend to trust","Tend to trust","Tend not to trust","Tend not to trust","Don't know","Very positive","Fairly satisfied","Tend to disagree","Totally agree","Totally agree","VZ27NE2F18",63,"female","Scotland",NA,NA
